x,y
-100.0,9702.0
-98.99497487437186,9505.020125754401
-97.98994974874373,9310.06040251509
-96.98492462311557,9117.120830282063
-95.97989949748744,8926.201409055328
-94.9748743718593,8737.302138834879
-93.96984924623115,8550.423019620715
-92.96482412060301,8365.564051412843
-91.95979899497488,8182.725234211257
-90.95477386934674,8001.90656801596
-89.9497487437186,7823.10805282695
-88.94472361809045,7646.329688644226
-87.93969849246231,7471.571475467791
-86.93467336683418,7298.833413297645
-85.92964824120602,7128.115502133784
-84.92462311557789,6959.417741976213
-83.91959798994975,6792.740132824929
-82.91457286432161,6628.082674679933
-81.90954773869348,6465.445367541225
-80.90452261306532,6304.828211408802
-79.89949748743719,6146.23120628267
-78.89447236180905,5989.654352162825
-77.8894472361809,5835.097649049266
-76.88442211055276,5682.561096941996
-75.87939698492463,5532.044695841015
-74.87437185929649,5383.54844574632
-73.86934673366835,5237.072346657915
-72.8643216080402,5092.616398575793
-71.85929648241206,4950.180601499963
-70.85427135678393,4809.764955430419
-69.84924623115577,4671.369460367162
-68.84422110552764,4534.994116310194
-67.8391959798995,4400.638923259514
-66.83417085427136,4268.303881215122
-65.82914572864323,4137.9889901770175
-64.82412060301507,4009.694250145198
-63.81909547738694,3883.419661119669
-62.8140703517588,3759.1652231004277
-61.80904522613066,3636.930936087473
-60.80402010050251,3516.716800080806
-59.798994974874375,3398.522815080428
-58.79396984924624,3282.348981086337
-57.788944723618094,3168.195298098533
-56.78391959798995,3056.061766117017
-55.77889447236181,2945.9483851417895
-54.773869346733676,2837.8551551728497
-53.76884422110553,2731.7820762101974
-52.76381909547739,2627.729148253832
-51.75879396984925,2525.6963713037558
-50.75376884422111,2425.6837453599665
-49.74874371859297,2327.6912704224646
-48.743718592964825,2231.7189464912503
-47.73869346733669,2137.7667735663244
-46.73366834170855,2045.8347516476865
-45.72864321608041,1955.9228807353356
-44.72361809045226,1868.031160829272
-43.718592964824126,1782.159591929497
-42.71356783919599,1698.3081740360099
-41.708542713567844,1616.4769071488097
-40.7035175879397,1536.6657912678975
-39.69849246231156,1458.8748263932735
-38.693467336683426,1383.104012524937
-37.68844221105528,1309.3533496628877
-36.68341708542714,1237.6228378071262
-35.678391959799,1167.9124769576529
-34.673366834170864,1100.2222671144675
-33.66834170854273,1034.5522082775697
-32.663316582914575,970.9023004469585
-31.65829145728644,909.2725436226361
-30.6532663316583,849.6629378046015
-29.64824120603015,792.0734829928538
-28.643216080402013,736.5041791873945
-27.638190954773876,682.9550263882229
-26.63316582914574,631.4260245953391
-25.6281407035176,581.9171738087429
-24.62311557788945,534.4284740284338
-23.618090452261313,488.959925254413
-22.613065326633176,445.51152748668005
-21.608040201005025,404.0832807252342
-20.603015075376888,364.67518497007666
-19.59798994974875,327.2872402212068
-18.592964824120614,291.91944647862465
-17.587939698492477,258.5718037423302
-16.582914572864325,227.24431201232304
-15.577889447236188,197.936971288604
-14.572864321608051,170.64978157117272
-13.5678391959799,145.3827428600288
-12.562814070351763,122.13585515517293
-11.557788944723626,100.9091184566048
-10.552763819095489,81.70253276432435
-9.547738693467352,64.5160980783316
-8.5427135678392,49.349814398626364
-7.5376884422110635,36.20368172520906
-6.532663316582926,25.077700058079458
-5.527638190954775,15.971869397237455
-4.522613065326638,8.886189742683296
-3.517587939698501,3.8206610944168418
-2.512562814070364,0.775283452438094
-1.507537688442227,-0.24994318325294795
-0.5025125628140756,0.7449811873437433
0.5025125628140614,3.7600565642281403
1.5075376884421985,8.795282947400242
2.5125628140703498,15.850660336860164
3.517587939698487,24.926188732607706
4.522613065326624,36.02186813464296
5.527638190954761,49.13769854296591
6.532663316582898,64.27367995757656
